device_id,customer_id,device_type,os,first_seen_date,is_shared_device
DEV-000439,CUST-000292,Mobile,macOS,2023-09-17,False
DEV-000440,CUST-000292,Desktop,Windows,2024-01-02,False
DEV-000441,CUST-000293,Tablet,Windows,2022-07-23,True
DEV-000442,CUST-000294,Mobile,Windows,2024-07-25,False
DEV-000443,CUST-000294,Mobile,Android,2019-09-24,True
DEV-000444,CUST-000295,Mobile,Android,2024-09-15,False
DEV-000445,CUST-000296,Mobile,Android,2024-06-26,False
DEV-000446,CUST-000296,Desktop,Android,2021-10-07,False
DEV-000447,CUST-000297,Mobile,Android,2024-10-19,False
DEV-000448,CUST-000297,Mobile,iOS,2023-12-27,False
DEV-000449,CUST-000298,Mobile,iOS,2023-06-14,False
DEV-000450,CUST-000299,Mobile,iOS,2024-11-07,False
DEV-000451,CUST-000299,Desktop,macOS,2024-12-09,False
DEV-000452,CUST-000300,Mobile,Android,2021-08-31,False
DEV-000453,CUST-000301,Mobile,macOS,2024-10-12,False
DEV-000454,CUST-000302,Desktop,macOS,2023-02-26,False
DEV-000455,CUST-000302,Mobile,macOS,2022-10-14,False
DEV-000456,CUST-000303,Mobile,macOS,2019-10-13,False
DEV-000457,CUST-000303,Mobile,Windows,2020-10-24,False
DEV-000458,CUST-000304,Desktop,iOS,2024-11-30,False
DEV-000459,CUST-000305,Mobile,macOS,2024-06-06,False
DEV-000460,CUST-000305,Mobile,macOS,2024-04-27,True
DEV-000461,CUST-000306,Mobile,Windows,2024-11-02,False
DEV-000462,CUST-000307,Desktop,Android,2024-10-30,False
DEV-000463,CUST-000307,Mobile,iOS,2024-12-21,False
DEV-000464,CUST-000308,Desktop,Android,2022-05-11,True
DEV-000465,CUST-000309,Mobile,Windows,2020-11-17,False
DEV-000466,CUST-000309,Mobile,macOS,2020-02-24,False
DEV-000467,CUST-000310,Mobile,iOS,2024-03-04,False
DEV-000468,CUST-000311,Mobile,Android,2020-04-14,False
DEV-000469,CUST-000311,Desktop,iOS,2023-03-06,False
DEV-000470,CUST-000312,Desktop,Android,2023-06-17,False
DEV-000471,CUST-000313,Mobile,Android,2024-10-29,False
DEV-000472,CUST-000313,Mobile,Windows,2024-09-21,False
DEV-000473,CUST-000314,Mobile,Android,2024-09-15,False
DEV-000474,CUST-000314,Mobile,Windows,2023-01-22,False
DEV-000475,CUST-000315,Desktop,iOS,2021-10-28,False
DEV-000476,CUST-000316,Mobile,Android,2023-09-28,False
DEV-000477,CUST-000317,Mobile,Windows,2021-11-10,False
DEV-000478,CUST-000317,Mobile,iOS,2020-11-15,False
DEV-000479,CUST-000318,Mobile,iOS,2022-12-28,False
DEV-000480,CUST-000318,Mobile,Windows,2023-07-28,False
DEV-000481,CUST-000319,Tablet,iOS,2024-12-26,False
DEV-000482,CUST-000319,Desktop,macOS,2024-08-16,False
DEV-000483,CUST-000320,Mobile,Windows,2021-11-30,False
DEV-000484,CUST-000321,Mobile,macOS,2020-01-28,False
DEV-000485,CUST-000321,Desktop,Android,2021-06-26,False
DEV-000486,CUST-000322,Mobile,Android,2022-02-06,False
DEV-000487,CUST-000323,Desktop,Windows,2024-01-06,False
DEV-000488,CUST-000324,Desktop,Windows,2024-06-09,False
DEV-000489,CUST-000324,Mobile,macOS,2023-06-13,False
DEV-000490,CUST-000325,Desktop,macOS,2021-06-28,False
DEV-000491,CUST-000325,Mobile,Android,2022-07-23,False
DEV-000492,CUST-000326,Mobile,macOS,2024-10-07,False
DEV-000493,CUST-000327,Mobile,Windows,2024-12-17,False
DEV-000494,CUST-000327,Mobile,iOS,2024-04-27,False
DEV-000495,CUST-000328,Desktop,iOS,2024-03-13,False
DEV-000496,CUST-000328,Mobile,Windows,2023-02-06,False
DEV-000497,CUST-000329,Desktop,iOS,2024-11-25,False
DEV-000498,CUST-000329,Tablet,macOS,2024-10-24,False
DEV-000499,CUST-000330,Mobile,Windows,2023-11-09,False
DEV-000500,CUST-000331,Mobile,Windows,2023-10-14,False
DEV-000501,CUST-000331,Mobile,iOS,2024-04-12,False
DEV-000502,CUST-000332,Mobile,iOS,2024-12-30,False
DEV-000503,CUST-000332,Desktop,iOS,2024-08-10,False
DEV-000504,CUST-000333,Mobile,Android,2022-11-08,False
DEV-000505,CUST-000333,Mobile,Windows,2022-11-12,False
DEV-000506,CUST-000334,Desktop,Windows,2021-06-16,False
DEV-000507,CUST-000334,Mobile,Windows,2023-10-13,False
DEV-000508,CUST-000335,Mobile,Windows,2024-10-17,False
DEV-000509,CUST-000336,Mobile,Android,2021-01-15,False
DEV-000510,CUST-000337,Mobile,Windows,2024-09-20,False
DEV-000511,CUST-000338,Mobile,macOS,2023-11-05,False
DEV-000512,CUST-000338,Desktop,Android,2023-09-03,False
DEV-000513,CUST-000339,Mobile,Windows,2024-08-30,False
DEV-000514,CUST-000339,Mobile,Windows,2022-10-26,False
DEV-000515,CUST-000340,Desktop,macOS,2024-03-04,False
DEV-000516,CUST-000340,Desktop,Windows,2022-04-10,False
DEV-000517,CUST-000341,Desktop,iOS,2023-08-05,False
DEV-000518,CUST-000342,Mobile,iOS,2023-10-25,False
DEV-000519,CUST-000342,Mobile,iOS,2024-04-14,False
DEV-000520,CUST-000343,Mobile,macOS,2024-12-16,False
DEV-000521,CUST-000344,Mobile,Android,2020-11-01,False
DEV-000522,CUST-000345,Mobile,macOS,2023-08-21,False
DEV-000523,CUST-000346,Mobile,macOS,2023-11-21,False
DEV-000524,CUST-000346,Mobile,macOS,2023-11-14,False
DEV-000525,CUST-000347,Mobile,macOS,2024-04-29,False
DEV-000526,CUST-000347,Desktop,macOS,2024-11-27,False
DEV-000527,CUST-000348,Mobile,macOS,2024-11-29,False
DEV-000528,CUST-000349,Mobile,macOS,2023-01-16,False
DEV-000529,CUST-000350,Mobile,Windows,2023-12-30,False
DEV-000530,CUST-000351,Desktop,Android,2021-11-21,False
DEV-000531,CUST-000352,Mobile,iOS,2024-03-23,False
DEV-000532,CUST-000353,Desktop,macOS,2023-12-06,False
DEV-000533,CUST-000353,Mobile,Android,2023-08-06,False
DEV-000534,CUST-000354,Mobile,Windows,2020-07-02,True
DEV-000535,CUST-000354,Mobile,macOS,2019-05-30,True
DEV-000536,CUST-000355,Mobile,Windows,2023-08-02,False
DEV-000537,CUST-000356,Mobile,Windows,2024-04-02,False
DEV-000538,CUST-000357,Desktop,macOS,2024-03-27,False
DEV-000539,CUST-000357,Mobile,macOS,2024-02-23,False
DEV-000540,CUST-000358,Mobile,Android,2023-08-30,False
DEV-000541,CUST-000358,Mobile,iOS,2024-03-11,False
DEV-000542,CUST-000359,Mobile,Windows,2021-05-25,False
DEV-000543,CUST-000359,Mobile,Android,2022-03-03,False
DEV-000544,CUST-000360,Mobile,macOS,2022-05-29,False
DEV-000545,CUST-000360,Mobile,macOS,2020-09-03,False
DEV-000546,CUST-000361,Tablet,macOS,2024-12-22,False
DEV-000547,CUST-000362,Mobile,Windows,2023-09-03,False
DEV-000548,CUST-000363,Mobile,macOS,2024-04-24,False
DEV-000549,CUST-000364,Desktop,Windows,2021-02-22,False
DEV-000550,CUST-000364,Mobile,iOS,2021-10-28,False
DEV-000551,CUST-000365,Desktop,Android,2024-07-27,False
DEV-000552,CUST-000365,Tablet,macOS,2024-06-24,False
DEV-000553,CUST-000366,Mobile,Windows,2021-02-26,False
DEV-000554,CUST-000367,Desktop,Windows,2023-09-09,False
DEV-000555,CUST-000367,Tablet,Windows,2024-12-26,False
DEV-000556,CUST-000368,Mobile,macOS,2024-05-20,False
DEV-000557,CUST-000368,Desktop,Android,2024-08-24,False
DEV-000558,CUST-000369,Mobile,Android,2023-12-12,False
DEV-000559,CUST-000369,Mobile,Windows,2024-08-28,False
DEV-000560,CUST-000370,Desktop,Android,2023-04-18,True
DEV-000561,CUST-000371,Mobile,macOS,2022-01-27,False
DEV-000562,CUST-000371,Mobile,Windows,2023-05-01,False
DEV-000563,CUST-000372,Mobile,iOS,2022-06-15,False
DEV-000564,CUST-000373,Desktop,Android,2022-11-24,False
DEV-000565,CUST-000373,Mobile,Android,2024-04-05,False
DEV-000566,CUST-000374,Mobile,iOS,2022-05-09,False
DEV-000567,CUST-000375,Mobile,iOS,2022-03-17,False
DEV-000568,CUST-000376,Desktop,Android,2023-01-01,False
DEV-000569,CUST-000377,Desktop,Android,2023-06-04,False
DEV-000570,CUST-000377,Mobile,Windows,2022-11-21,False
DEV-000571,CUST-000378,Mobile,macOS,2024-08-15,False
DEV-000572,CUST-000378,Mobile,Android,2022-12-02,False
DEV-000573,CUST-000379,Mobile,Windows,2021-04-24,False
DEV-000574,CUST-000379,Mobile,Windows,2024-10-13,False
DEV-000575,CUST-000380,Mobile,macOS,2021-01-25,False
DEV-000576,CUST-000381,Mobile,iOS,2022-04-26,False
DEV-000577,CUST-000381,Mobile,Windows,2021-09-03,False
DEV-000578,CUST-000382,Mobile,macOS,2023-11-04,False
DEV-000579,CUST-000383,Desktop,Windows,2024-01-04,False
DEV-000580,CUST-000384,Mobile,iOS,2022-11-11,False
DEV-000581,CUST-000385,Mobile,iOS,2024-06-06,False
DEV-000582,CUST-000385,Desktop,macOS,2024-02-16,False
DEV-000583,CUST-000386,Tablet,Windows,2024-09-23,False
DEV-000584,CUST-000387,Desktop,Android,2024-11-24,False
DEV-000585,CUST-000388,Mobile,iOS,2020-07-05,False
DEV-000586,CUST-000389,Mobile,iOS,2024-08-02,False
DEV-000587,CUST-000390,Mobile,macOS,2023-03-02,False
DEV-000588,CUST-000390,Mobile,Windows,2023-04-06,False
DEV-000589,CUST-000391,Desktop,Android,2024-09-14,False
DEV-000590,CUST-000392,Desktop,Windows,2024-02-04,False
DEV-000591,CUST-000393,Mobile,Android,2023-08-25,False
DEV-000592,CUST-000393,Mobile,Android,2024-03-05,False
DEV-000593,CUST-000394,Mobile,iOS,2024-07-12,False
DEV-000594,CUST-000395,Desktop,macOS,2024-10-29,False
DEV-000595,CUST-000395,Mobile,iOS,2024-08-07,False
DEV-000596,CUST-000396,Mobile,macOS,2024-07-03,False
DEV-000597,CUST-000397,Mobile,macOS,2024-09-24,False
DEV-000598,CUST-000397,Mobile,Windows,2024-02-07,False
DEV-000599,CUST-000398,Desktop,Windows,2022-11-04,False
DEV-000600,CUST-000399,Mobile,Windows,2020-08-31,False
DEV-000601,CUST-000399,Mobile,iOS,2024-06-27,True
DEV-000602,CUST-000400,Mobile,iOS,2024-09-20,True
DEV-000603,CUST-000401,Desktop,Windows,2024-04-04,False
DEV-000604,CUST-000401,Tablet,iOS,2024-11-21,False
DEV-000605,CUST-000402,Desktop,iOS,2024-11-08,False
DEV-000606,CUST-000403,Mobile,Windows,2024-12-22,False
DEV-000607,CUST-000403,Desktop,Android,2024-02-17,False
DEV-000608,CUST-000404,Mobile,iOS,2024-11-18,False
DEV-000609,CUST-000404,Mobile,Android,2024-09-26,False
DEV-000610,CUST-000405,Mobile,Windows,2024-12-17,True
DEV-000611,CUST-000406,Desktop,Windows,2024-10-23,False
DEV-000612,CUST-000407,Mobile,macOS,2024-11-25,False
DEV-000613,CUST-000408,Mobile,Windows,2024-06-19,False
DEV-000614,CUST-000408,Desktop,iOS,2024-09-06,False
DEV-000615,CUST-000409,Mobile,iOS,2023-11-27,False
DEV-000616,CUST-000410,Mobile,Windows,2023-07-10,False
DEV-000617,CUST-000411,Mobile,macOS,2024-08-20,False
DEV-000618,CUST-000412,Mobile,macOS,2023-02-03,False
DEV-000619,CUST-000413,Desktop,Android,2024-09-17,True
DEV-000620,CUST-000413,Mobile,macOS,2024-10-13,False
DEV-000621,CUST-000414,Desktop,iOS,2024-08-29,False
DEV-000622,CUST-000414,Mobile,iOS,2024-05-27,False
DEV-000623,CUST-000415,Mobile,Android,2022-06-15,False
DEV-000624,CUST-000415,Mobile,Android,2024-09-23,False
DEV-000625,CUST-000416,Mobile,iOS,2024-03-16,False
DEV-000626,CUST-000416,Desktop,iOS,2024-12-30,False
DEV-000627,CUST-000417,Mobile,Windows,2024-11-27,False
DEV-000628,CUST-000417,Desktop,Android,2024-09-30,False
DEV-000629,CUST-000418,Desktop,Android,2024-08-15,False
DEV-000630,CUST-000418,Desktop,Android,2024-09-15,True
DEV-000631,CUST-000419,Desktop,Android,2024-06-20,True
DEV-000632,CUST-000419,Tablet,Android,2022-02-04,False
DEV-000633,CUST-000420,Desktop,iOS,2023-10-14,False
DEV-000634,CUST-000420,Desktop,iOS,2021-10-12,False
DEV-000635,CUST-000421,Desktop,iOS,2023-07-23,True
DEV-000636,CUST-000422,Desktop,Android,2024-06-20,False
DEV-000637,CUST-000422,Mobile,Windows,2024-07-02,False
DEV-000638,CUST-000423,Mobile,macOS,2024-12-19,False
DEV-000639,CUST-000424,Mobile,Windows,2022-10-13,False
DEV-000640,CUST-000425,Mobile,iOS,2021-06-23,False
DEV-000641,CUST-000426,Desktop,Android,2021-08-21,False
DEV-000642,CUST-000426,Mobile,Android,2023-07-25,False
DEV-000643,CUST-000427,Desktop,Android,2024-06-04,False
DEV-000644,CUST-000427,Mobile,Android,2023-03-14,False
DEV-000645,CUST-000428,Desktop,iOS,2024-08-13,False
DEV-000646,CUST-000429,Desktop,Android,2024-03-10,False
DEV-000647,CUST-000430,Mobile,iOS,2021-09-13,False
DEV-000648,CUST-000430,Mobile,iOS,2023-05-04,False
DEV-000649,CUST-000431,Mobile,iOS,2024-01-31,False
DEV-000650,CUST-000431,Mobile,macOS,2024-10-29,False
DEV-000651,CUST-000432,Mobile,Windows,2022-06-07,False
DEV-000652,CUST-000432,Mobile,Windows,2024-01-01,False
DEV-000653,CUST-000433,Mobile,Windows,2022-08-24,False
DEV-000654,CUST-000433,Mobile,Windows,2023-11-24,False
DEV-000655,CUST-000434,Desktop,macOS,2022-03-02,False
DEV-000656,CUST-000434,Mobile,Android,2022-10-19,False
DEV-000657,CUST-000435,Tablet,iOS,2023-09-22,False
DEV-000658,CUST-000436,Tablet,macOS,2020-11-10,False
DEV-000659,CUST-000436,Mobile,Android,2023-12-16,False
DEV-000660,CUST-000437,Mobile,macOS,2023-08-26,False
DEV-000661,CUST-000438,Mobile,Android,2023-07-05,False
DEV-000662,CUST-000439,Mobile,macOS,2021-01-31,False
DEV-000663,CUST-000439,Mobile,iOS,2024-04-26,False
DEV-000664,CUST-000440,Desktop,iOS,2023-12-27,False
DEV-000665,CUST-000441,Mobile,macOS,2024-10-24,False
DEV-000666,CUST-000441,Mobile,macOS,2024-12-28,False
DEV-000667,CUST-000442,Mobile,Android,2019-10-30,False
DEV-000668,CUST-000443,Tablet,Windows,2024-09-07,False
DEV-000669,CUST-000443,Mobile,macOS,2024-11-17,False
DEV-000670,CUST-000444,Mobile,Windows,2021-05-21,True
DEV-000671,CUST-000444,Mobile,macOS,2022-03-19,False
DEV-000672,CUST-000445,Mobile,macOS,2024-11-08,False
DEV-000673,CUST-000446,Desktop,Android,2024-03-16,False
DEV-000674,CUST-000446,Mobile,Android,2024-03-02,False
DEV-000675,CUST-000447,Mobile,Windows,2024-12-13,False
DEV-000676,CUST-000447,Mobile,Android,2024-12-07,False
DEV-000677,CUST-000448,Desktop,Windows,2023-10-06,True
DEV-000678,CUST-000449,Desktop,Windows,2024-11-26,False
DEV-000679,CUST-000450,Desktop,iOS,2023-07-29,False
DEV-000680,CUST-000450,Mobile,Android,2024-10-09,False
DEV-000681,CUST-000451,Mobile,iOS,2024-08-03,False
DEV-000682,CUST-000452,Desktop,macOS,2023-05-31,False
DEV-000683,CUST-000452,Mobile,Android,2023-02-12,False
DEV-000684,CUST-000453,Desktop,Windows,2024-03-31,False
DEV-000685,CUST-000454,Desktop,iOS,2024-02-23,False
DEV-000686,CUST-000454,Desktop,macOS,2022-03-06,False
DEV-000687,CUST-000455,Mobile,Android,2022-11-10,False
DEV-000688,CUST-000456,Mobile,Android,2020-01-15,False
DEV-000689,CUST-000456,Mobile,macOS,2021-01-05,False
DEV-000690,CUST-000457,Mobile,Windows,2024-06-15,False
DEV-000691,CUST-000458,Mobile,macOS,2024-05-23,False
DEV-000692,CUST-000459,Mobile,macOS,2024-05-09,False
DEV-000693,CUST-000459,Mobile,macOS,2023-05-13,False
DEV-000694,CUST-000460,Mobile,Android,2022-08-07,False
DEV-000695,CUST-000460,Desktop,macOS,2023-05-09,False
DEV-000696,CUST-000461,Desktop,Windows,2024-03-28,False
DEV-000697,CUST-000461,Desktop,Android,2021-10-01,False
DEV-000698,CUST-000462,Mobile,Windows,2023-01-29,False
DEV-000699,CUST-000463,Mobile,iOS,2024-03-04,False
DEV-000700,CUST-000464,Mobile,Android,2024-10-17,False
DEV-000701,CUST-000464,Desktop,iOS,2024-09-14,False
DEV-000702,CUST-000465,Mobile,macOS,2022-08-23,False
DEV-000703,CUST-000465,Mobile,macOS,2022-07-19,False
DEV-000704,CUST-000466,Tablet,macOS,2023-06-05,False
DEV-000705,CUST-000466,Mobile,Android,2024-12-12,False
DEV-000706,CUST-000467,Tablet,iOS,2024-10-16,False
DEV-000707,CUST-000468,Mobile,Windows,2024-12-23,False
DEV-000708,CUST-000469,Mobile,iOS,2021-12-19,False
DEV-000709,CUST-000470,Mobile,iOS,2023-08-17,False
DEV-000710,CUST-000471,Mobile,Android,2024-09-12,False
DEV-000711,CUST-000471,Mobile,Android,2019-12-26,False
DEV-000712,CUST-000472,Mobile,iOS,2021-03-12,False
DEV-000713,CUST-000473,Desktop,Android,2024-11-16,False
DEV-000714,CUST-000474,Mobile,Android,2021-12-11,False
DEV-000715,CUST-000475,Mobile,Windows,2024-02-08,False
DEV-000716,CUST-000476,Mobile,Android,2024-04-09,False
DEV-000717,CUST-000476,Mobile,macOS,2023-01-14,False
DEV-000718,CUST-000477,Mobile,iOS,2024-03-15,False
DEV-000719,CUST-000478,Mobile,Windows,2020-05-17,False
DEV-000720,CUST-000478,Mobile,iOS,2022-10-31,False
DEV-000721,CUST-000479,Mobile,Android,2023-08-27,False
DEV-000722,CUST-000479,Desktop,Windows,2024-10-02,False
DEV-000723,CUST-000480,Mobile,iOS,2020-11-20,False
DEV-000724,CUST-000481,Desktop,macOS,2024-07-30,False
DEV-000725,CUST-000482,Mobile,Android,2020-06-09,False
DEV-000726,CUST-000483,Desktop,iOS,2024-07-24,False
DEV-000727,CUST-000483,Mobile,macOS,2024-08-12,False
DEV-000728,CUST-000484,Desktop,Android,2024-03-05,False
DEV-000729,CUST-000484,Mobile,macOS,2024-07-02,False
DEV-000730,CUST-000485,Mobile,Windows,2023-04-02,False
DEV-000731,CUST-000485,Desktop,iOS,2023-11-19,False
DEV-000732,CUST-000486,Desktop,Windows,2023-02-04,False
DEV-000733,CUST-000486,Desktop,Android,2023-06-29,False
DEV-000734,CUST-000487,Desktop,Android,2023-08-17,False
DEV-000735,CUST-000488,Tablet,iOS,2023-07-23,False
DEV-000736,CUST-000488,Desktop,iOS,2023-07-09,False
DEV-000737,CUST-000489,Mobile,iOS,2024-12-23,False
DEV-000738,CUST-000490,Tablet,Android,2024-12-13,False
DEV-000739,CUST-000491,Tablet,Windows,2023-05-31,False
DEV-000740,CUST-000492,Mobile,Android,2020-11-16,False
DEV-000741,CUST-000493,Desktop,Windows,2024-12-05,False
DEV-000742,CUST-000494,Desktop,iOS,2021-09-05,False
DEV-000743,CUST-000495,Mobile,macOS,2024-08-03,False
DEV-000744,CUST-000496,Tablet,iOS,2024-12-30,False
DEV-000745,CUST-000496,Mobile,iOS,2024-10-27,False
DEV-000746,CUST-000497,Mobile,macOS,2024-11-16,False
DEV-000747,CUST-000497,Mobile,iOS,2022-02-19,True
DEV-000748,CUST-000498,Mobile,Windows,2024-06-06,False
DEV-000749,CUST-000498,Mobile,macOS,2021-04-21,False
DEV-000750,CUST-000499,Mobile,macOS,2023-11-12,False
DEV-000751,CUST-000499,Mobile,Android,2022-05-05,False
DEV-000752,CUST-000500,Tablet,Android,2024-12-14,False
DEV-000753,CUST-000500,Desktop,Android,2024-09-08,False
