transaction_id,account_id,customer_id,timestamp,transaction_type,channel,amount,currency,counterparty_account_id,counterparty_name,counterparty_country,merchant_id,device_id,location_id,balance_after,flag_label,aml_scenario_tag
TXN-005213,ACC-000691,CUST-000290,2023-05-16 03:49:34.000000,Debit,POS,1138.75,EUR,,,,,,LOC-000007,3623.98,Normal,
TXN-005717,ACC-000755,CUST-000319,2023-05-16 04:23:11.000000,Transfer,ATM,4500.52,INR,,,,,,LOC-000007,11506.26,Normal,
TXN-000897,ACC-000109,CUST-000048,2023-05-16 05:55:36.000000,Debit,Branch,5468.34,INR,,,,,,LOC-000026,17354.6,Normal,
TXN-001368,ACC-000173,CUST-000075,2023-05-16 07:24:56.000000,Debit,Branch,15417.25,USD,,,,,,LOC-000015,16495.44,Normal,
TXN-006408,ACC-000839,CUST-000357,2023-05-16 09:32:37.000000,Transfer,ATM,4303.69,USD,,,,,,LOC-000002,1597.83,Normal,
TXN-004202,ACC-000549,CUST-000232,2023-05-16 11:22:37.000000,POS,Branch,12472.2,INR,,,,MER-000015,DEV-000345,LOC-000030,20292.92,Normal,
TXN-006845,ACC-000896,CUST-000384,2023-05-16 11:40:01.000000,Transfer,POS,7983.1,INR,,,,,,LOC-000027,2643.01,Normal,
TXN-004567,ACC-000594,CUST-000254,2023-05-16 15:37:53.000000,Debit,POS,142366.93,INR,,,,,,LOC-000009,123297.72,Normal,
TXN-002227,ACC-000292,CUST-000124,2023-05-16 16:43:38.000000,Transfer,Branch,834.47,EUR,,,,,,LOC-000024,91.67,Normal,
TXN-006632,ACC-000865,CUST-000371,2023-05-16 17:06:12.000000,Credit,ATM,8509.05,USD,,,,,,LOC-000007,25969.53,Normal,
TXN-007072,ACC-000922,CUST-000396,2023-05-16 19:25:11.000000,Debit,ATM,12976.59,USD,,,,,,LOC-000010,73821.6,Normal,
TXN-002528,ACC-000335,CUST-000142,2023-05-16 21:26:02.000000,Credit,POS,6483.73,INR,,,,,,LOC-000011,55880.29,Normal,
TXN-003427,ACC-000447,CUST-000189,2023-05-17 00:05:21.000000,POS,POS,7684.56,INR,,,,MER-000113,DEV-000280,LOC-000012,27867.38,Normal,
TXN-001394,ACC-000175,CUST-000076,2023-05-17 07:58:01.000000,ATM,ATM,4752.88,EUR,,,,,,LOC-000007,255.07,Normal,
TXN-008776,ACC-001169,CUST-000492,2023-05-17 08:12:02.000000,Transfer,Online,5672.3,INR,,,,,,LOC-000019,7580.46,Normal,
TXN-005944,ACC-000789,CUST-000332,2023-05-17 09:34:12.000000,Credit,Branch,9713.74,GBP,,,,,,LOC-000004,40582.23,Normal,
TXN-000880,ACC-000106,CUST-000047,2023-05-17 11:08:18.000000,Debit,Branch,53938.91,INR,,,,,,LOC-000014,269018.13,Normal,
TXN-006252,ACC-000822,CUST-000349,2023-05-17 12:21:49.000000,ATM,POS,8371.59,USD,,,,,,LOC-000024,1292.76,Normal,
TXN-008385,ACC-001108,CUST-000470,2023-05-17 16:04:06.000000,Debit,Branch,808.35,INR,,,,,,LOC-000004,2249.82,Normal,
TXN-000495,ACC-000057,CUST-000027,2023-05-17 16:49:50.000000,Credit,Online,4216.43,AED,,,,,,LOC-000030,4357.47,Normal,
TXN-005262,ACC-000699,CUST-000292,2023-05-17 20:08:31.000000,Debit,POS,2182.98,USD,,,,,,LOC-000015,753.52,Normal,
TXN-008104,ACC-001071,CUST-000454,2023-05-17 20:53:16.000000,ATM,ATM,2007.3,INR,,,,,,LOC-000012,2867.32,Normal,
TXN-001456,ACC-000184,CUST-000080,2023-05-18 02:09:51.000000,Debit,POS,2870.61,INR,,,,,,LOC-000014,133120.27,Normal,
TXN-006316,ACC-000827,CUST-000352,2023-05-18 03:23:56.000000,POS,POS,2305.29,INR,,,,MER-000030,DEV-000531,LOC-000006,75060.63,Normal,
TXN-002477,ACC-000322,CUST-000139,2023-05-18 05:47:02.000000,ATM,POS,175587.98,AED,,,,,,LOC-000001,33032.49,Normal,
TXN-008904,ACC-001186,CUST-000498,2023-05-18 12:55:51.000000,ATM,Online,28704.65,USD,,,,,,LOC-000007,388872.93,Normal,
TXN-004504,ACC-000590,CUST-000251,2023-05-18 14:01:46.000000,Debit,Online,8385.46,GBP,,,,,,LOC-000008,68539.95,Normal,
TXN-002580,ACC-000341,CUST-000144,2023-05-18 14:02:56.000000,Debit,Branch,2994.67,INR,,,,,,LOC-000003,1366.1,Normal,
TXN-007992,ACC-001048,CUST-000448,2023-05-18 16:03:21.000000,Credit,Branch,7139.12,USD,,,,,,LOC-000017,21289.01,Normal,
TXN-005977,ACC-000791,CUST-000334,2023-05-18 16:20:02.000000,Debit,POS,21837.08,INR,,,,,,LOC-000017,227243.64,Normal,
TXN-007689,ACC-001012,CUST-000431,2023-05-18 16:41:50.000000,Debit,Branch,60103.4,INR,,,,,,LOC-000006,688032.74,Normal,
TXN-008342,ACC-001105,CUST-000468,2023-05-18 16:49:11.000000,Debit,Branch,2933.46,INR,,,,,,LOC-000023,509.28,Normal,
TXN-007663,ACC-001005,CUST-000430,2023-05-18 17:07:48.000000,Credit,POS,109469.19,INR,,,,,,LOC-000001,902284.96,Normal,
TXN-005782,ACC-000766,CUST-000323,2023-05-18 17:31:08.000000,ATM,ATM,1412.84,INR,,,,,,LOC-000025,1203.37,Normal,
TXN-008395,ACC-001109,CUST-000471,2023-05-18 18:43:18.000000,Transfer,Online,9274.87,GBP,,,,,,LOC-000026,18454.74,Normal,
TXN-006401,ACC-000839,CUST-000357,2023-05-18 23:39:45.000000,POS,Online,848.83,USD,,,,MER-000047,DEV-000539,LOC-000016,749.0,Normal,
TXN-001774,ACC-000226,CUST-000098,2023-05-19 00:40:33.000000,POS,ATM,2540.27,INR,,,,MER-000021,DEV-000148,LOC-000013,46901.2,Normal,
TXN-006463,ACC-000846,CUST-000360,2023-05-19 03:21:52.000000,ATM,ATM,73371.13,GBP,,,,,,LOC-000017,1014662.01,Normal,
TXN-004508,ACC-000590,CUST-000251,2023-05-19 05:41:13.000000,POS,Branch,7538.29,GBP,,,,MER-000107,DEV-000374,LOC-000014,61001.66,Normal,
TXN-003763,ACC-000497,CUST-000208,2023-05-19 06:49:44.000000,Transfer,Branch,5926.47,INR,,,,,,LOC-000018,81382.46,Normal,
TXN-006724,ACC-000875,CUST-000376,2023-05-19 09:33:27.000000,Transfer,ATM,68251.53,INR,,,,,,LOC-000002,625895.79,Normal,
TXN-005877,ACC-000781,CUST-000329,2023-05-19 09:38:22.000000,ATM,Online,3386.3,INR,,,,,,LOC-000030,52701.06,Normal,
TXN-008754,ACC-001163,CUST-000491,2023-05-19 10:50:29.000000,Debit,Online,148250.87,AED,,,,,,LOC-000030,886018.86,Normal,
TXN-001527,ACC-000194,CUST-000084,2023-05-19 13:32:19.000000,Transfer,ATM,35028.73,INR,,,,,,LOC-000022,374830.97,Normal,
TXN-000438,ACC-000047,CUST-000024,2023-05-19 14:29:47.000000,Transfer,Branch,80981.86,AED,,,,,,LOC-000022,701551.28,Normal,
TXN-008898,ACC-001185,CUST-000497,2023-05-19 14:59:38.000000,ATM,ATM,109902.01,EUR,,,,,,LOC-000002,1251587.0,Normal,
TXN-007142,ACC-000927,CUST-000399,2023-05-19 15:39:14.000000,POS,Online,4609.77,INR,,,,MER-000042,DEV-000601,LOC-000027,44865.56,Normal,
TXN-005915,ACC-000787,CUST-000331,2023-05-19 15:45:15.000000,Debit,Online,15619.84,GBP,,,,,,LOC-000026,15605.76,Normal,
TXN-004209,ACC-000551,CUST-000233,2023-05-19 18:09:52.000000,Debit,Online,4574.47,INR,,,,,,LOC-000008,10046.44,Normal,
TXN-008485,ACC-001128,CUST-000477,2023-05-19 20:40:43.000000,ATM,Online,8336.47,EUR,,,,,,LOC-000011,27585.24,Normal,
TXN-004549,ACC-000593,CUST-000253,2023-05-19 23:25:03.000000,Transfer,POS,5392.24,INR,,,,,,LOC-000006,6641.75,Normal,
TXN-002910,ACC-000384,CUST-000161,2023-05-20 05:43:48.000000,Debit,ATM,4827.34,INR,,,,,,LOC-000015,20312.18,Normal,
TXN-008328,ACC-001102,CUST-000467,2023-05-20 07:43:04.000000,Credit,POS,9749.61,INR,,,,,,LOC-000026,50008.9,Normal,
TXN-002366,ACC-000309,CUST-000132,2023-05-20 08:49:34.000000,POS,ATM,771.79,INR,,,,MER-000120,DEV-000195,LOC-000013,8223.25,Normal,
TXN-001489,ACC-000188,CUST-000082,2023-05-20 12:59:02.000000,Credit,Branch,1906.5,USD,,,,,,LOC-000003,5219.62,Normal,
TXN-005343,ACC-000710,CUST-000297,2023-05-20 16:19:10.000000,Transfer,POS,9730.1,INR,,,,,,LOC-000007,259333.97,Normal,
TXN-006251,ACC-000823,CUST-000349,2023-05-20 18:51:58.000000,Credit,Online,3684.94,USD,,,,,,LOC-000026,136415.47,Normal,
TXN-002166,ACC-000285,CUST-000120,2023-05-20 22:24:09.000000,Transfer,Branch,14807.61,INR,,,,,,LOC-000019,120005.03,Normal,
TXN-001861,ACC-000235,CUST-000102,2023-05-21 00:18:14.000000,Credit,POS,16811.74,INR,,,,,,LOC-000021,69997.17,Normal,
TXN-002940,ACC-000388,CUST-000163,2023-05-21 05:48:36.000000,Credit,Online,11477.66,GBP,,,,,,LOC-000006,25539.27,Normal,
TXN-000549,ACC-000062,CUST-000030,2023-05-21 07:01:33.000000,Transfer,Online,1021.87,EUR,,,,,,LOC-000022,3616.42,Normal,
TXN-002344,ACC-000306,CUST-000131,2023-05-21 07:45:09.000000,POS,Online,8926.3,AED,,,,MER-000110,DEV-000194,LOC-000023,31137.45,Normal,
TXN-004588,ACC-000597,CUST-000255,2023-05-21 07:54:51.000000,Credit,POS,98632.3,USD,,,,,,LOC-000023,2017253.11,Normal,
TXN-004571,ACC-000594,CUST-000254,2023-05-21 10:56:27.000000,Credit,Branch,52859.02,INR,,,,,,LOC-000024,176156.74,Normal,
TXN-007354,ACC-000954,CUST-000412,2023-05-21 12:15:08.000000,Credit,POS,570.94,USD,,,,,,LOC-000030,966.59,Normal,
TXN-007065,ACC-000922,CUST-000396,2023-05-21 13:44:40.000000,ATM,Branch,5774.31,USD,,,,,,LOC-000012,68047.29,Normal,
TXN-001585,ACC-000201,CUST-000087,2023-05-21 14:26:14.000000,Debit,ATM,346.7,INR,,,,,,LOC-000028,57.2,Normal,
TXN-001544,ACC-000197,CUST-000085,2023-05-21 14:40:53.000000,Transfer,Branch,7912.09,INR,,,,,,LOC-000026,17731.42,Normal,
TXN-007905,ACC-001040,CUST-000443,2023-05-21 18:48:07.000000,Debit,Branch,9924.62,INR,,,,,,LOC-000001,4259.43,Normal,
TXN-000474,ACC-000056,CUST-000026,2023-05-21 19:04:09.000000,Transfer,POS,15563.9,INR,,,,,,LOC-000021,12648.74,Normal,
TXN-001978,ACC-000252,CUST-000108,2023-05-21 19:25:43.000000,Credit,ATM,35049.6,INR,,,,,,LOC-000009,1266591.82,Normal,
TXN-008843,ACC-001175,CUST-000495,2023-05-21 19:34:09.000000,Debit,Branch,7761.0,INR,,,,,,LOC-000025,213308.92,Normal,
TXN-006752,ACC-000879,CUST-000378,2023-05-21 21:24:26.000000,Credit,Branch,5486.8,INR,,,,,,LOC-000014,65543.86,Normal,
TXN-006970,ACC-000910,CUST-000391,2023-05-21 22:25:40.000000,Transfer,Online,5423.09,USD,,,,,,LOC-000012,110860.37,Normal,
TXN-005866,ACC-000777,CUST-000328,2023-05-21 23:59:46.000000,Debit,Branch,4388.88,INR,,,,,,LOC-000014,36538.23,Normal,
TXN-002141,ACC-000279,CUST-000118,2023-05-22 00:04:22.000000,Debit,ATM,9220.64,USD,,,,,,LOC-000001,10514.52,Normal,
TXN-002050,ACC-000270,CUST-000113,2023-05-22 00:08:41.000000,Debit,ATM,162102.56,INR,,,,,,LOC-000027,637368.71,Normal,
TXN-001496,ACC-000188,CUST-000082,2023-05-22 00:50:53.000000,Debit,POS,2552.33,USD,,,,,,LOC-000013,2667.29,Normal,
TXN-006249,ACC-000823,CUST-000349,2023-05-22 03:19:19.000000,Credit,Online,5760.57,USD,,,,,,LOC-000029,142176.04,Normal,
TXN-003314,ACC-000434,CUST-000182,2023-05-22 05:26:57.000000,Debit,Branch,7425.22,EUR,,,,,,LOC-000022,13285.62,Normal,
TXN-002662,ACC-000350,CUST-000148,2023-05-22 08:19:11.000000,Credit,ATM,5175.21,INR,,,,,,LOC-000015,52041.06,Normal,
TXN-004196,ACC-000549,CUST-000232,2023-05-22 11:30:38.000000,Transfer,Online,12533.35,INR,,,,,,LOC-000009,7759.58,Normal,
TXN-005715,ACC-000755,CUST-000319,2023-05-22 13:14:12.000000,Credit,Branch,3456.86,INR,,,,,,LOC-000013,14963.12,Normal,
TXN-003411,ACC-000444,CUST-000188,2023-05-22 15:31:48.000000,Credit,POS,4590.38,GBP,,,,,,LOC-000010,4629.22,Normal,
TXN-000925,ACC-000112,CUST-000050,2023-05-22 16:10:08.000000,Credit,Online,13753.5,INR,,,,,,LOC-000002,365505.57,Normal,
TXN-000592,ACC-000067,CUST-000032,2023-05-22 17:26:34.000000,Credit,ATM,2807.24,GBP,,,,,,LOC-000003,169660.83,Normal,
TXN-001992,ACC-000257,CUST-000109,2023-05-23 03:22:34.000000,Debit,ATM,15367.1,INR,,,,,,LOC-000030,13453.47,Normal,
TXN-007489,ACC-000977,CUST-000420,2023-05-23 04:23:52.000000,Transfer,POS,3877.65,INR,,,,,,LOC-000020,5864.35,Normal,
TXN-002659,ACC-000350,CUST-000148,2023-05-23 09:32:57.000000,Transfer,Online,13496.19,INR,,,,,,LOC-000022,38544.87,Normal,
TXN-000760,ACC-000094,CUST-000041,2023-05-23 09:54:06.000000,Debit,Branch,40378.15,USD,,,,,,LOC-000016,605853.35,Normal,
TXN-001862,ACC-000235,CUST-000102,2023-05-23 10:15:09.000000,POS,Online,11536.53,INR,,,,MER-000063,DEV-000155,LOC-000002,58460.64,Normal,
TXN-001343,ACC-000170,CUST-000073,2023-05-23 14:19:37.000000,POS,Online,6507.53,INR,,,,MER-000036,DEV-000111,LOC-000029,47695.97,Normal,
TXN-007497,ACC-000979,CUST-000421,2023-05-23 15:48:34.000000,Credit,Online,7489.05,INR,,,,,,LOC-000014,35266.85,Normal,
TXN-007321,ACC-000947,CUST-000410,2023-05-23 15:48:57.000000,ATM,Online,8280.11,INR,,,,,,LOC-000015,126258.77,Normal,
TXN-008361,ACC-001106,CUST-000469,2023-05-23 16:04:01.000000,Debit,ATM,165.6,EUR,,,,,,LOC-000030,40.21,Normal,
TXN-005139,ACC-000681,CUST-000286,2023-05-23 18:16:00.000000,ATM,POS,13323.04,INR,,,,,,LOC-000024,54101.79,Normal,
TXN-001827,ACC-000230,CUST-000100,2023-05-23 19:39:42.000000,POS,Branch,31585.95,INR,,,,MER-000111,DEV-000151,LOC-000010,9179.18,Normal,
TXN-000209,ACC-000021,CUST-000012,2023-05-23 20:23:02.000000,Debit,Online,9134.21,INR,,,,,,LOC-000028,46972.35,Normal,
TXN-007271,ACC-000941,CUST-000407,2023-05-23 21:06:17.000000,POS,Online,7063.38,INR,,,,MER-000029,DEV-000612,LOC-000027,40896.67,Normal,
TXN-003093,ACC-000411,CUST-000170,2023-05-24 02:06:42.000000,Credit,ATM,13571.62,INR,,,,,,LOC-000009,67586.12,Normal,
TXN-008763,ACC-001167,CUST-000491,2023-05-24 03:23:53.000000,POS,Branch,122317.93,INR,,,,MER-000066,DEV-000739,LOC-000025,1461992.62,Normal,
TXN-007475,ACC-000978,CUST-000420,2023-05-24 05:04:46.000000,Debit,ATM,6321.93,INR,,,,,,LOC-000003,4208.1,Normal,
TXN-007954,ACC-001046,CUST-000446,2023-05-24 10:24:11.000000,ATM,POS,98.74,USD,,,,,,LOC-000029,51.87,Normal,
TXN-000481,ACC-000055,CUST-000026,2023-05-24 14:17:29.000000,Transfer,Branch,4524.07,INR,,,,,,LOC-000028,8255.88,Normal,
TXN-003004,ACC-000396,CUST-000166,2023-05-24 15:18:42.000000,POS,POS,9227.1,USD,,,,MER-000019,DEV-000245,LOC-000004,24344.26,Normal,
TXN-007490,ACC-000977,CUST-000420,2023-05-24 16:08:36.000000,Transfer,POS,3790.34,INR,,,,,,LOC-000007,2074.01,Normal,
TXN-001894,ACC-000239,CUST-000104,2023-05-24 18:06:34.000000,Debit,ATM,9860.21,INR,,,,,,LOC-000003,2637.9,Normal,
TXN-001817,ACC-000230,CUST-000100,2023-05-24 19:33:52.000000,Credit,Online,8574.98,INR,,,,,,LOC-000021,17754.16,Normal,
TXN-005718,ACC-000759,CUST-000320,2023-05-25 02:10:11.000000,Transfer,POS,175539.94,EUR,,,,,,LOC-000020,1302390.89,Normal,
TXN-004182,ACC-000545,CUST-000231,2023-05-25 05:02:31.000000,Credit,Branch,51291.1,EUR,,,,,,LOC-000002,118309.0,Normal,
TXN-005421,ACC-000719,CUST-000302,2023-05-25 07:07:09.000000,Credit,ATM,139651.49,INR,,,,,,LOC-000020,687921.35,Normal,
TXN-008189,ACC-001083,CUST-000459,2023-05-25 09:21:33.000000,Transfer,Online,3487.18,INR,,,,,,LOC-000012,54260.45,Normal,
TXN-008943,ACC-001189,CUST-000500,2023-05-25 12:21:23.000000,Debit,POS,2645.96,AED,,,,,,LOC-000027,2448.92,Normal,
TXN-003026,ACC-000401,CUST-000167,2023-05-25 12:56:57.000000,Credit,ATM,67436.83,INR,,,,,,LOC-000017,2834159.33,Normal,
TXN-007116,ACC-000925,CUST-000398,2023-05-25 13:38:41.000000,Transfer,Online,1031.28,USD,,,,,,LOC-000017,715.83,Normal,
TXN-008908,ACC-001187,CUST-000498,2023-05-25 19:07:20.000000,Transfer,POS,475.54,EUR,,,,,,LOC-000029,122.68,Normal,
TXN-008011,ACC-001052,CUST-000449,2023-05-25 20:42:39.000000,Credit,Online,33533.42,EUR,,,,,,LOC-000003,1397089.22,Normal,
TXN-008733,ACC-001162,CUST-000490,2023-05-25 21:12:52.000000,Credit,POS,59612.62,GBP,,,,,,LOC-000011,469882.91,Normal,
TXN-003869,ACC-000505,CUST-000213,2023-05-25 21:21:26.000000,Debit,Online,42707.64,INR,,,,,,LOC-000001,906460.52,Normal,
TXN-003255,ACC-000427,CUST-000179,2023-05-25 22:20:32.000000,Debit,Online,283862.5,GBP,,,,,,LOC-000012,1492881.21,Normal,
TXN-005093,ACC-000670,CUST-000283,2023-05-26 04:32:01.000000,POS,Branch,12352.63,INR,,,,MER-000089,DEV-000426,LOC-000008,11206.75,Normal,
TXN-007154,ACC-000930,CUST-000400,2023-05-26 05:13:11.000000,Transfer,POS,3485.38,USD,,,,,,LOC-000026,6589.7,Normal,
TXN-007545,ACC-000985,CUST-000423,2023-05-26 05:19:02.000000,ATM,Online,14759.31,INR,,,,,,LOC-000012,16696.65,Normal,
TXN-005741,ACC-000759,CUST-000320,2023-05-26 07:15:46.000000,Debit,Online,81339.08,EUR,,,,,,LOC-000012,1221051.81,Normal,
TXN-003505,ACC-000458,CUST-000193,2023-05-26 10:57:29.000000,POS,Online,9421.86,INR,,,,MER-000123,DEV-000285,LOC-000016,480.51,Normal,
TXN-000258,ACC-000026,CUST-000014,2023-05-26 15:57:30.000000,Debit,POS,7039.83,INR,,,,,,LOC-000012,8536.53,Normal,
TXN-004281,ACC-000560,CUST-000238,2023-05-26 16:53:07.000000,POS,Branch,72271.99,GBP,,,,MER-000129,DEV-000353,LOC-000004,883331.83,Normal,
TXN-009312,ACC-000878,CUST-000377,2023-05-26 18:23:06.000000,Transfer,Online,341263.45,USD,,Aadhya Al-Farsi,AF,,,,8719.08,Suspicious,High-Risk Geography
TXN-005721,ACC-000759,CUST-000320,2023-05-26 20:29:22.000000,POS,POS,153606.38,EUR,,,,MER-000055,DEV-000483,LOC-000005,1067445.43,Normal,
TXN-003828,ACC-000503,CUST-000211,2023-05-26 21:11:07.000000,Credit,ATM,11320.03,EUR,,,,,,LOC-000028,35989.88,Normal,
TXN-001831,ACC-000233,CUST-000101,2023-05-26 21:24:09.000000,Transfer,Branch,167478.24,USD,,,,,,LOC-000009,51067.16,Normal,
TXN-004517,ACC-000592,CUST-000252,2023-05-26 22:37:47.000000,Credit,POS,6852.48,USD,,,,,,LOC-000016,15547.61,Normal,
TXN-006753,ACC-000880,CUST-000378,2023-05-27 02:39:32.000000,Credit,ATM,5420.22,USD,,,,,,LOC-000020,48765.81,Normal,
TXN-000212,ACC-000021,CUST-000012,2023-05-27 03:17:27.000000,ATM,POS,8823.18,INR,,,,,,LOC-000021,38149.17,Normal,
TXN-004047,ACC-000522,CUST-000223,2023-05-27 06:54:27.000000,ATM,Branch,4001.67,GBP,,,,,,LOC-000025,51667.32,Normal,
TXN-004000,ACC-000520,CUST-000221,2023-05-27 07:05:10.000000,POS,POS,0.1,GBP,,,,MER-000007,DEV-000328,LOC-000014,0.04,Normal,
TXN-000599,ACC-000066,CUST-000032,2023-05-27 07:49:59.000000,Credit,POS,3199.41,EUR,,,,,,LOC-000005,88194.69,Normal,
TXN-002216,ACC-000289,CUST-000122,2023-05-27 08:47:31.000000,Credit,ATM,4342.48,GBP,,,,,,LOC-000019,32635.6,Normal,
TXN-007630,ACC-000997,CUST-000428,2023-05-27 11:41:04.000000,POS,Branch,111247.96,INR,,,,MER-000072,DEV-000645,LOC-000005,4592773.17,Normal,
TXN-006960,ACC-000908,CUST-000390,2023-05-27 13:38:33.000000,Transfer,POS,6421.86,AED,,,,,,LOC-000017,13618.47,Normal,
TXN-000049,ACC-000007,CUST-000003,2023-05-27 15:41:45.000000,POS,ATM,4424.07,GBP,,,,MER-000069,DEV-000003,LOC-000001,33262.09,Normal,
TXN-001844,ACC-000233,CUST-000101,2023-05-27 17:06:09.000000,ATM,Online,31181.66,USD,,,,,,LOC-000020,19885.5,Normal,
TXN-005835,ACC-000771,CUST-000326,2023-05-27 20:46:29.000000,POS,POS,17420.17,INR,,,,MER-000103,DEV-000492,LOC-000018,38405.67,Normal,
TXN-003136,ACC-000415,CUST-000173,2023-05-28 04:39:41.000000,Debit,Branch,2596.68,INR,,,,,,LOC-000019,1970.19,Normal,
TXN-005670,ACC-000752,CUST-000316,2023-05-28 07:08:38.000000,ATM,POS,5433.3,INR,,,,,,LOC-000004,40449.97,Normal,
TXN-004777,ACC-000618,CUST-000265,2023-05-28 11:30:54.000000,Debit,POS,7199.55,AED,,,,,,LOC-000028,36805.47,Normal,
TXN-005349,ACC-000712,CUST-000298,2023-05-28 14:54:18.000000,POS,ATM,1022.87,USD,,,,MER-000079,DEV-000449,LOC-000012,2163.59,Normal,
TXN-009416,ACC-000564,CUST-000239,2023-05-28 16:06:15.000000,Transfer,Online,27706.38,INR,ACC-000124,,,,,,5051.9,Suspicious,Relationship-Based
TXN-005621,ACC-000745,CUST-000314,2023-05-28 23:17:49.000000,Transfer,Branch,1158.07,INR,,,,,,LOC-000030,7653.66,Normal,
TXN-005301,ACC-000704,CUST-000295,2023-05-28 23:38:04.000000,Debit,POS,8589.98,INR,,,,,,LOC-000007,23178.89,Normal,
TXN-006104,ACC-000808,CUST-000341,2023-05-29 01:11:54.000000,Debit,Online,11646.06,USD,,,,,,LOC-000001,46536.18,Normal,
TXN-004306,ACC-000565,CUST-000239,2023-05-29 02:41:35.000000,ATM,ATM,5129.06,INR,,,,,,LOC-000013,2077.79,Normal,
TXN-002102,ACC-000273,CUST-000116,2023-05-29 04:03:25.000000,POS,POS,4795.22,USD,,,,MER-000132,DEV-000172,LOC-000004,72880.8,Normal,
TXN-004160,ACC-000543,CUST-000230,2023-05-29 07:11:27.000000,Transfer,Online,2797.88,AED,,,,,,LOC-000009,2448.97,Normal,
TXN-007333,ACC-000952,CUST-000411,2023-05-29 08:31:57.000000,Transfer,POS,61063.45,INR,,,,,,LOC-000019,876548.18,Normal,
TXN-002524,ACC-000333,CUST-000141,2023-05-29 08:47:48.000000,Transfer,ATM,25784.78,INR,,,,,,LOC-000006,219279.91,Normal,
TXN-008249,ACC-001091,CUST-000462,2023-05-29 09:27:39.000000,Credit,POS,7843.2,INR,,,,,,LOC-000028,7952.21,Normal,
TXN-003367,ACC-000440,CUST-000186,2023-05-29 09:34:21.000000,Transfer,ATM,4188.91,INR,,,,,,LOC-000024,36015.2,Normal,
TXN-000017,ACC-000006,CUST-000002,2023-05-29 15:23:20.000000,Credit,POS,5947.17,INR,,,,,,LOC-000003,17138.81,Normal,
TXN-002633,ACC-000348,CUST-000146,2023-05-29 15:35:47.000000,POS,ATM,2424.37,INR,,,,MER-000045,DEV-000215,LOC-000025,1204.61,Normal,
TXN-006603,ACC-000861,CUST-000368,2023-05-29 16:11:37.000000,Transfer,POS,5360.32,INR,,,,,,LOC-000030,42902.98,Normal,
TXN-003618,ACC-000476,CUST-000200,2023-05-29 16:34:58.000000,Debit,POS,2459.98,INR,,,,,,LOC-000022,961.02,Normal,
TXN-004779,ACC-000618,CUST-000265,2023-05-29 16:49:46.000000,Transfer,POS,6894.63,AED,,,,,,LOC-000009,29910.84,Normal,
TXN-007526,ACC-000982,CUST-000422,2023-05-29 18:54:38.000000,Transfer,Online,9887.91,EUR,,,,,,LOC-000028,22870.23,Normal,
TXN-000434,ACC-000051,CUST-000024,2023-05-29 22:29:57.000000,Debit,POS,49808.02,INR,,,,,,LOC-000020,937643.9,Normal,
TXN-007701,ACC-001016,CUST-000432,2023-05-30 01:21:30.000000,Transfer,Branch,8748.9,GBP,,,,,,LOC-000021,4836.04,Normal,
TXN-003563,ACC-000463,CUST-000196,2023-05-30 02:50:57.000000,Transfer,ATM,14738.82,INR,,,,,,LOC-000005,41251.39,Normal,
TXN-000032,ACC-000006,CUST-000002,2023-05-30 03:27:14.000000,Credit,ATM,15506.94,INR,,,,,,LOC-000003,32645.75,Normal,
TXN-004922,ACC-000642,CUST-000273,2023-05-30 03:54:15.000000,POS,Online,44560.99,INR,,,,MER-000037,DEV-000408,LOC-000030,100706.85,Normal,
TXN-002367,ACC-000309,CUST-000132,2023-05-30 05:45:17.000000,Transfer,ATM,682.67,INR,,,,,,LOC-000014,7540.58,Normal,
TXN-003492,ACC-000455,CUST-000192,2023-05-30 06:38:00.000000,Credit,POS,225061.97,USD,,,,,,LOC-000022,1161242.75,Normal,
TXN-006370,ACC-000837,CUST-000355,2023-05-30 07:36:41.000000,Credit,Branch,35928.15,AED,,,,,,LOC-000012,1055929.54,Normal,
TXN-005522,ACC-000735,CUST-000308,2023-05-30 07:40:33.000000,ATM,Online,0.08,USD,,,,,,LOC-000017,0.01,Normal,
TXN-003536,ACC-000462,CUST-000195,2023-05-30 08:14:23.000000,Debit,Online,2332.81,EUR,,,,,,LOC-000005,86826.15,Normal,
TXN-000892,ACC-000106,CUST-000047,2023-05-30 09:00:48.000000,Debit,Online,98231.67,INR,,,,,,LOC-000015,170786.46,Normal,
TXN-003473,ACC-000453,CUST-000192,2023-05-30 10:18:49.000000,Transfer,Branch,30838.58,AED,,,,,,LOC-000009,2885.03,Normal,
TXN-000514,ACC-000058,CUST-000028,2023-05-30 11:42:00.000000,Debit,Branch,320.52,INR,,,,,,LOC-000027,319.41,Normal,
TXN-001912,ACC-000240,CUST-000105,2023-05-30 12:46:18.000000,Transfer,POS,135677.32,INR,,,,,,LOC-000026,772359.07,Normal,
TXN-008059,ACC-001061,CUST-000451,2023-05-30 14:45:41.000000,Debit,Branch,231652.15,EUR,,,,,,LOC-000021,139827.86,Normal,
TXN-002584,ACC-000343,CUST-000144,2023-05-30 17:43:22.000000,Debit,POS,8195.54,INR,,,,,,LOC-000027,10985.33,Normal,
TXN-000652,ACC-000075,CUST-000035,2023-05-30 19:40:45.000000,POS,ATM,25337.35,EUR,,,,MER-000001,DEV-000053,LOC-000006,116860.94,Normal,
